"time" "n_samples" "n_cells" "surv" "CL" "zt" "er" "b"
"740" 240 27583 1028 "two_step_00" "0.8/0.9" "2500" "50" "0"
"741" 252 27821 1031 "two_step_00" "0.8/0.9" "2500" "50" "0"
"742" 264 27595 968 "two_step_00" "0.8/0.9" "2500" "50" "0"
"743" 276 24602 1037 "two_step_00" "0.8/0.9" "2500" "50" "0"
"744" 288 24035 1027 "two_step_00" "0.8/0.9" "2500" "50" "0"
"745" 300 24727 1108 "two_step_00" "0.8/0.9" "2500" "50" "0"
"746" 312 26246 1097 "two_step_00" "0.8/0.9" "2500" "50" "0"
"747" 324 25962 1091 "two_step_00" "0.8/0.9" "2500" "50" "0"
"748" 336 25980 1085 "two_step_00" "0.8/0.9" "2500" "50" "0"
"749" 348 25697 1084 "two_step_00" "0.8/0.9" "2500" "50" "0"
"750" 360 25517 1083 "two_step_00" "0.8/0.9" "2500" "50" "0"
"751" 12 13138 398 "two_step_00" "0.8/0.9" "2500" "50" "50"
"752" 24 30674 873 "two_step_00" "0.8/0.9" "2500" "50" "50"
"753" 36 31208 941 "two_step_00" "0.8/0.9" "2500" "50" "50"
"754" 48 28913 942 "two_step_00" "0.8/0.9" "2500" "50" "50"
"755" 60 28036 942 "two_step_00" "0.8/0.9" "2500" "50" "50"
"756" 72 27289 942 "two_step_00" "0.8/0.9" "2500" "50" "50"
"757" 84 26609 940 "two_step_00" "0.8/0.9" "2500" "50" "50"
"758" 96 26156 999 "two_step_00" "0.8/0.9" "2500" "50" "50"
"759" 108 25464 995 "two_step_00" "0.8/0.9" "2500" "50" "50"
"760" 120 25556 991 "two_step_00" "0.8/0.9" "2500" "50" "50"
"761" 132 24888 988 "two_step_00" "0.8/0.9" "2500" "50" "50"
"762" 144 25192 982 "two_step_00" "0.8/0.9" "2500" "50" "50"
"763" 156 24939 973 "two_step_00" "0.8/0.9" "2500" "50" "50"
"764" 168 25524 1039 "two_step_00" "0.8/0.9" "2500" "50" "50"
"765" 180 24980 1026 "two_step_00" "0.8/0.9" "2500" "50" "50"
"766" 192 25308 1007 "two_step_00" "0.8/0.9" "2500" "50" "50"
"767" 204 26091 1043 "two_step_00" "0.8/0.9" "2500" "50" "50"
"768" 216 26183 1022 "two_step_00" "0.8/0.9" "2500" "50" "50"
"769" 228 25618 1034 "two_step_00" "0.8/0.9" "2500" "50" "50"
"770" 240 25275 1033 "two_step_00" "0.8/0.9" "2500" "50" "50"
"771" 252 25275 1027 "two_step_00" "0.8/0.9" "2500" "50" "50"
"772" 264 25261 1028 "two_step_00" "0.8/0.9" "2500" "50" "50"
"773" 276 25251 1029 "two_step_00" "0.8/0.9" "2500" "50" "50"
"774" 288 25260 1029 "two_step_00" "0.8/0.9" "2500" "50" "50"
"775" 300 25283 1029 "two_step_00" "0.8/0.9" "2500" "50" "50"
"776" 312 25274 1028 "two_step_00" "0.8/0.9" "2500" "50" "50"
"777" 324 25244 1029 "two_step_00" "0.8/0.9" "2500" "50" "50"
"778" 336 25258 1029 "two_step_00" "0.8/0.9" "2500" "50" "50"
"779" 348 25267 1029 "two_step_00" "0.8/0.9" "2500" "50" "50"
"780" 360 25292 1029 "two_step_00" "0.8/0.9" "2500" "50" "50"
"781" 12 13147 398 "two_step_00" "0.8/0.9" "2500" "50" "90"
"782" 24 31374 875 "two_step_00" "0.8/0.9" "2500" "50" "90"
"783" 36 30748 941 "two_step_00" "0.8/0.9" "2500" "50" "90"
"784" 48 30186 942 "two_step_00" "0.8/0.9" "2500" "50" "90"
"785" 60 29261 942 "two_step_00" "0.8/0.9" "2500" "50" "90"
"786" 72 28441 942 "two_step_00" "0.8/0.9" "2500" "50" "90"
"787" 84 28607 942 "two_step_00" "0.8/0.9" "2500" "50" "90"
"788" 96 27736 941 "two_step_00" "0.8/0.9" "2500" "50" "90"
"789" 108 27702 1000 "two_step_00" "0.8/0.9" "2500" "50" "90"
"790" 120 27824 1000 "two_step_00" "0.8/0.9" "2500" "50" "90"
"791" 132 26071 999 "two_step_00" "0.8/0.9" "2500" "50" "90"
"792" 144 26353 997 "two_step_00" "0.8/0.9" "2500" "50" "90"
"793" 156 26027 995 "two_step_00" "0.8/0.9" "2500" "50" "90"
"794" 168 26304 992 "two_step_00" "0.8/0.9" "2500" "50" "90"
"795" 180 25461 989 "two_step_00" "0.8/0.9" "2500" "50" "90"
"796" 192 26900 1059 "two_step_00" "0.8/0.9" "2500" "50" "90"
"797" 204 26857 1058 "two_step_00" "0.8/0.9" "2500" "50" "90"
"798" 216 27327 1051 "two_step_00" "0.8/0.9" "2500" "50" "90"
"799" 228 27062 1051 "two_step_00" "0.8/0.9" "2500" "50" "90"
"800" 240 26994 1046 "two_step_00" "0.8/0.9" "2500" "50" "90"
"801" 252 26725 1045 "two_step_00" "0.8/0.9" "2500" "50" "90"
"802" 264 26841 1045 "two_step_00" "0.8/0.9" "2500" "50" "90"
"803" 276 27067 1043 "two_step_00" "0.8/0.9" "2500" "50" "90"
"804" 288 27291 1042 "two_step_00" "0.8/0.9" "2500" "50" "90"
"805" 300 26766 1039 "two_step_00" "0.8/0.9" "2500" "50" "90"
"806" 312 26496 1039 "two_step_00" "0.8/0.9" "2500" "50" "90"
"807" 324 26890 1039 "two_step_00" "0.8/0.9" "2500" "50" "90"
"808" 336 26569 1038 "two_step_00" "0.8/0.9" "2500" "50" "90"
"809" 348 26779 1038 "two_step_00" "0.8/0.9" "2500" "50" "90"
"810" 360 26506 1038 "two_step_00" "0.8/0.9" "2500" "50" "90"
"811" 12 13158 398 "two_step_00" "0.8/0.9" "2500" "100" "0"
"812" 24 30995 930 "two_step_00" "0.8/0.9" "2500" "100" "0"
"813" 36 29611 942 "two_step_00" "0.8/0.9" "2500" "100" "0"
"814" 48 28323 1000 "two_step_00" "0.8/0.9" "2500" "100" "0"
"815" 60 27435 996 "two_step_00" "0.8/0.9" "2500" "100" "0"
"816" 72 27645 1065 "two_step_00" "0.8/0.9" "2500" "100" "0"
"817" 84 27433 1058 "two_step_00" "0.8/0.9" "2500" "100" "0"
"818" 96 27596 1052 "two_step_00" "0.8/0.9" "2500" "100" "0"
"819" 108 28318 1047 "two_step_00" "0.8/0.9" "2500" "100" "0"
"820" 120 27814 1038 "two_step_00" "0.8/0.9" "2500" "100" "0"
"821" 132 28448 1028 "two_step_00" "0.8/0.9" "2500" "100" "0"
"822" 144 28524 1023 "two_step_00" "0.8/0.9" "2500" "100" "0"
"823" 156 27420 1016 "two_step_00" "0.8/0.9" "2500" "100" "0"
"824" 168 26793 1000 "two_step_00" "0.8/0.9" "2500" "100" "0"
"825" 180 27097 994 "two_step_00" "0.8/0.9" "2500" "100" "0"
"826" 192 26919 993 "two_step_00" "0.8/0.9" "2500" "100" "0"
"827" 204 27024 992 "two_step_00" "0.8/0.9" "2500" "100" "0"
"828" 216 27001 992 "two_step_00" "0.8/0.9" "2500" "100" "0"
"829" 228 27004 992 "two_step_00" "0.8/0.9" "2500" "100" "0"
"830" 240 27161 992 "two_step_00" "0.8/0.9" "2500" "100" "0"
"831" 252 27067 992 "two_step_00" "0.8/0.9" "2500" "100" "0"
"832" 264 27018 992 "two_step_00" "0.8/0.9" "2500" "100" "0"
"833" 276 27021 992 "two_step_00" "0.8/0.9" "2500" "100" "0"
"834" 288 26986 992 "two_step_00" "0.8/0.9" "2500" "100" "0"
"835" 300 27004 992 "two_step_00" "0.8/0.9" "2500" "100" "0"
"836" 312 26958 992 "two_step_00" "0.8/0.9" "2500" "100" "0"
"837" 324 27045 992 "two_step_00" "0.8/0.9" "2500" "100" "0"
"838" 336 26964 992 "two_step_00" "0.8/0.9" "2500" "100" "0"
"839" 348 26968 992 "two_step_00" "0.8/0.9" "2500" "100" "0"
"840" 360 27017 992 "two_step_00" "0.8/0.9" "2500" "100" "0"
"841" 12 13148 398 "two_step_00" "0.8/0.9" "2500" "100" "50"
"842" 24 30558 871 "two_step_00" "0.8/0.9" "2500" "100" "50"
"843" 36 29389 944 "two_step_00" "0.8/0.9" "2500" "100" "50"
"844" 48 29501 1003 "two_step_00" "0.8/0.9" "2500" "100" "50"
"845" 60 27050 1000 "two_step_00" "0.8/0.9" "2500" "100" "50"
"846" 72 28047 997 "two_step_00" "0.8/0.9" "2500" "100" "50"
"847" 84 26780 991 "two_step_00" "0.8/0.9" "2500" "100" "50"
"848" 96 27509 1064 "two_step_00" "0.8/0.9" "2500" "100" "50"
"849" 108 28161 1060 "two_step_00" "0.8/0.9" "2500" "100" "50"
"850" 120 26992 1051 "two_step_00" "0.8/0.9" "2500" "100" "50"
"851" 132 28004 1139 "two_step_00" "0.8/0.9" "2500" "100" "50"
"852" 144 27519 1126 "two_step_00" "0.8/0.9" "2500" "100" "50"
"853" 156 27211 1114 "two_step_00" "0.8/0.9" "2500" "100" "50"
"854" 168 27618 1106 "two_step_00" "0.8/0.9" "2500" "100" "50"
"855" 180 28285 1105 "two_step_00" "0.8/0.9" "2500" "100" "50"
"856" 192 28297 1105 "two_step_00" "0.8/0.9" "2500" "100" "50"
"857" 204 28256 1105 "two_step_00" "0.8/0.9" "2500" "100" "50"
"858" 216 28403 1105 "two_step_00" "0.8/0.9" "2500" "100" "50"
"859" 228 28308 1104 "two_step_00" "0.8/0.9" "2500" "100" "50"
"860" 240 28300 1105 "two_step_00" "0.8/0.9" "2500" "100" "50"
"861" 252 28271 1105 "two_step_00" "0.8/0.9" "2500" "100" "50"
"862" 264 28438 1105 "two_step_00" "0.8/0.9" "2500" "100" "50"
"863" 276 28357 1105 "two_step_00" "0.8/0.9" "2500" "100" "50"
"864" 288 28381 1105 "two_step_00" "0.8/0.9" "2500" "100" "50"
"865" 300 28231 1105 "two_step_00" "0.8/0.9" "2500" "100" "50"
"866" 312 28292 1103 "two_step_00" "0.8/0.9" "2500" "100" "50"
"867" 324 28319 1105 "two_step_00" "0.8/0.9" "2500" "100" "50"
"868" 336 28251 1105 "two_step_00" "0.8/0.9" "2500" "100" "50"
"869" 348 28297 1105 "two_step_00" "0.8/0.9" "2500" "100" "50"
"870" 360 28398 1105 "two_step_00" "0.8/0.9" "2500" "100" "50"
"871" 12 13150 398 "two_step_00" "0.8/0.9" "2500" "100" "90"
"872" 24 30084 861 "two_step_00" "0.8/0.9" "2500" "100" "90"
"873" 36 30290 938 "two_step_00" "0.8/0.9" "2500" "100" "90"
"874" 48 29924 938 "two_step_00" "0.8/0.9" "2500" "100" "90"
"875" 60 30370 999 "two_step_00" "0.8/0.9" "2500" "100" "90"
"876" 72 29021 998 "two_step_00" "0.8/0.9" "2500" "100" "90"
"877" 84 29675 1001 "two_step_00" "0.8/0.9" "2500" "100" "90"
"878" 96 30069 1000 "two_step_00" "0.8/0.9" "2500" "100" "90"
"879" 108 29751 998 "two_step_00" "0.8/0.9" "2500" "100" "90"
"880" 120 28720 997 "two_step_00" "0.8/0.9" "2500" "100" "90"
"881" 132 29624 996 "two_step_00" "0.8/0.9" "2500" "100" "90"
"882" 144 28929 996 "two_step_00" "0.8/0.9" "2500" "100" "90"
"883" 156 29539 994 "two_step_00" "0.8/0.9" "2500" "100" "90"
"884" 168 29650 994 "two_step_00" "0.8/0.9" "2500" "100" "90"
"885" 180 27621 992 "two_step_00" "0.8/0.9" "2500" "100" "90"
"886" 192 28967 992 "two_step_00" "0.8/0.9" "2500" "100" "90"
"887" 204 28841 1069 "two_step_00" "0.8/0.9" "2500" "100" "90"
"888" 216 28344 1066 "two_step_00" "0.8/0.9" "2500" "100" "90"
"889" 228 28740 1063 "two_step_00" "0.8/0.9" "2500" "100" "90"
"890" 240 27462 1062 "two_step_00" "0.8/0.9" "2500" "100" "90"
"891" 252 27817 1061 "two_step_00" "0.8/0.9" "2500" "100" "90"
"892" 264 26998 1059 "two_step_00" "0.8/0.9" "2500" "100" "90"
"893" 276 27383 1058 "two_step_00" "0.8/0.9" "2500" "100" "90"
"894" 288 27524 1057 "two_step_00" "0.8/0.9" "2500" "100" "90"
"895" 300 27346 1055 "two_step_00" "0.8/0.9" "2500" "100" "90"
"896" 312 27033 1056 "two_step_00" "0.8/0.9" "2500" "100" "90"
"897" 324 27618 1055 "two_step_00" "0.8/0.9" "2500" "100" "90"
"898" 336 27919 1055 "two_step_00" "0.8/0.9" "2500" "100" "90"
"899" 348 27560 1053 "two_step_00" "0.8/0.9" "2500" "100" "90"
"900" 360 28250 1054 "two_step_00" "0.8/0.9" "2500" "100" "90"
"901" 12 13140 398 "two_step_00" "0.8/0.9" "5000" "50" "0"
"902" 24 31877 1009 "two_step_00" "0.8/0.9" "5000" "50" "0"
"903" 36 31329 1009 "two_step_00" "0.8/0.9" "5000" "50" "0"
"904" 48 29927 1009 "two_step_00" "0.8/0.9" "5000" "50" "0"
"905" 60 29317 1007 "two_step_00" "0.8/0.9" "5000" "50" "0"
"906" 72 27229 1006 "two_step_00" "0.8/0.9" "5000" "50" "0"
"907" 84 27305 1004 "two_step_00" "0.8/0.9" "5000" "50" "0"
"908" 96 27208 999 "two_step_00" "0.8/0.9" "5000" "50" "0"
"909" 108 26763 999 "two_step_00" "0.8/0.9" "5000" "50" "0"
"910" 120 26238 997 "two_step_00" "0.8/0.9" "5000" "50" "0"
"911" 132 26200 993 "two_step_00" "0.8/0.9" "5000" "50" "0"
"912" 144 27349 992 "two_step_00" "0.8/0.9" "5000" "50" "0"
"913" 156 26534 989 "two_step_00" "0.8/0.9" "5000" "50" "0"
"914" 168 27711 1047 "two_step_00" "0.8/0.9" "5000" "50" "0"
"915" 180 27975 1039 "two_step_00" "0.8/0.9" "5000" "50" "0"
"916" 192 26255 959 "two_step_00" "0.8/0.9" "5000" "50" "0"
"917" 204 24373 937 "two_step_00" "0.8/0.9" "5000" "50" "0"
"918" 216 24403 921 "two_step_00" "0.8/0.9" "5000" "50" "0"
"919" 228 21403 790 "two_step_00" "0.8/0.9" "5000" "50" "0"
"920" 240 20714 844 "two_step_00" "0.8/0.9" "5000" "50" "0"
"921" 252 20072 790 "two_step_00" "0.8/0.9" "5000" "50" "0"
"922" 264 19545 766 "two_step_00" "0.8/0.9" "5000" "50" "0"
"923" 276 20161 764 "two_step_00" "0.8/0.9" "5000" "50" "0"
"924" 288 19599 759 "two_step_00" "0.8/0.9" "5000" "50" "0"
"925" 300 19606 748 "two_step_00" "0.8/0.9" "5000" "50" "0"
"926" 312 19714 744 "two_step_00" "0.8/0.9" "5000" "50" "0"
"927" 324 19373 735 "two_step_00" "0.8/0.9" "5000" "50" "0"
"928" 336 19895 725 "two_step_00" "0.8/0.9" "5000" "50" "0"
"929" 348 19889 724 "two_step_00" "0.8/0.9" "5000" "50" "0"
"930" 360 20447 720 "two_step_00" "0.8/0.9" "5000" "50" "0"
"931" 12 13141 398 "two_step_00" "0.8/0.9" "5000" "50" "50"
"932" 24 31533 953 "two_step_00" "0.8/0.9" "5000" "50" "50"
"933" 36 31576 1009 "two_step_00" "0.8/0.9" "5000" "50" "50"
"934" 48 30557 1010 "two_step_00" "0.8/0.9" "5000" "50" "50"
"935" 60 30418 1008 "two_step_00" "0.8/0.9" "5000" "50" "50"
"936" 72 29334 1008 "two_step_00" "0.8/0.9" "5000" "50" "50"
"937" 84 28474 1006 "two_step_00" "0.8/0.9" "5000" "50" "50"
"938" 96 27591 1004 "two_step_00" "0.8/0.9" "5000" "50" "50"
"939" 108 26782 1003 "two_step_00" "0.8/0.9" "5000" "50" "50"
"940" 120 25972 1001 "two_step_00" "0.8/0.9" "5000" "50" "50"
"941" 132 27061 999 "two_step_00" "0.8/0.9" "5000" "50" "50"
"942" 144 25892 998 "two_step_00" "0.8/0.9" "5000" "50" "50"
"943" 156 26947 994 "two_step_00" "0.8/0.9" "5000" "50" "50"
"944" 168 26340 990 "two_step_00" "0.8/0.9" "5000" "50" "50"
"945" 180 27221 990 "two_step_00" "0.8/0.9" "5000" "50" "50"
"946" 192 27390 989 "two_step_00" "0.8/0.9" "5000" "50" "50"
"947" 204 27854 988 "two_step_00" "0.8/0.9" "5000" "50" "50"
"948" 216 28898 1066 "two_step_00" "0.8/0.9" "5000" "50" "50"
"949" 228 29745 1065 "two_step_00" "0.8/0.9" "5000" "50" "50"
"950" 240 29553 1064 "two_step_00" "0.8/0.9" "5000" "50" "50"
"951" 252 28585 984 "two_step_00" "0.8/0.9" "5000" "50" "50"
"952" 264 28501 978 "two_step_00" "0.8/0.9" "5000" "50" "50"
"953" 276 27845 966 "two_step_00" "0.8/0.9" "5000" "50" "50"
"954" 288 27753 963 "two_step_00" "0.8/0.9" "5000" "50" "50"
"955" 300 27865 952 "two_step_00" "0.8/0.9" "5000" "50" "50"
"956" 312 27224 943 "two_step_00" "0.8/0.9" "5000" "50" "50"
"957" 324 26231 964 "two_step_00" "0.8/0.9" "5000" "50" "50"
"958" 336 25581 949 "two_step_00" "0.8/0.9" "5000" "50" "50"
"959" 348 24090 904 "two_step_00" "0.8/0.9" "5000" "50" "50"
"960" 360 23940 880 "two_step_00" "0.8/0.9" "5000" "50" "50"
"961" 12 13153 398 "two_step_00" "0.8/0.9" "5000" "50" "90"
"962" 24 31724 946 "two_step_00" "0.8/0.9" "5000" "50" "90"
"963" 36 31718 1009 "two_step_00" "0.8/0.9" "5000" "50" "90"
"964" 48 31217 1010 "two_step_00" "0.8/0.9" "5000" "50" "90"
"965" 60 30784 1010 "two_step_00" "0.8/0.9" "5000" "50" "90"
"966" 72 30575 1008 "two_step_00" "0.8/0.9" "5000" "50" "90"
"967" 84 30105 1008 "two_step_00" "0.8/0.9" "5000" "50" "90"
"968" 96 29931 1008 "two_step_00" "0.8/0.9" "5000" "50" "90"
"969" 108 28992 1005 "two_step_00" "0.8/0.9" "5000" "50" "90"
"970" 120 29059 1007 "two_step_00" "0.8/0.9" "5000" "50" "90"
"971" 132 27693 1005 "two_step_00" "0.8/0.9" "5000" "50" "90"
"972" 144 28190 1004 "two_step_00" "0.8/0.9" "5000" "50" "90"
"973" 156 27698 1003 "two_step_00" "0.8/0.9" "5000" "50" "90"
"974" 168 27867 1002 "two_step_00" "0.8/0.9" "5000" "50" "90"
"975" 180 27040 1001 "two_step_00" "0.8/0.9" "5000" "50" "90"
"976" 192 27834 999 "two_step_00" "0.8/0.9" "5000" "50" "90"
"977" 204 27703 998 "two_step_00" "0.8/0.9" "5000" "50" "90"
"978" 216 28049 996 "two_step_00" "0.8/0.9" "5000" "50" "90"
"979" 228 28066 994 "two_step_00" "0.8/0.9" "5000" "50" "90"
"980" 240 28213 994 "two_step_00" "0.8/0.9" "5000" "50" "90"
"981" 252 28027 993 "two_step_00" "0.8/0.9" "5000" "50" "90"
"982" 264 28198 992 "two_step_00" "0.8/0.9" "5000" "50" "90"
"983" 276 27664 991 "two_step_00" "0.8/0.9" "5000" "50" "90"
"984" 288 29301 1067 "two_step_00" "0.8/0.9" "5000" "50" "90"
"985" 300 28966 1066 "two_step_00" "0.8/0.9" "5000" "50" "90"
"986" 312 28992 1065 "two_step_00" "0.8/0.9" "5000" "50" "90"
"987" 324 29096 1063 "two_step_00" "0.8/0.9" "5000" "50" "90"
"988" 336 29180 1062 "two_step_00" "0.8/0.9" "5000" "50" "90"
"989" 348 28948 1061 "two_step_00" "0.8/0.9" "5000" "50" "90"
"990" 360 29291 1061 "two_step_00" "0.8/0.9" "5000" "50" "90"
"991" 12 13150 398 "two_step_00" "0.8/0.9" "5000" "100" "0"
"992" 24 31998 1008 "two_step_00" "0.8/0.9" "5000" "100" "0"
"993" 36 31267 1009 "two_step_00" "0.8/0.9" "5000" "100" "0"
"994" 48 29578 1008 "two_step_00" "0.8/0.9" "5000" "100" "0"
"995" 60 29272 1005 "two_step_00" "0.8/0.9" "5000" "100" "0"
"996" 72 26890 1003 "two_step_00" "0.8/0.9" "5000" "100" "0"
"997" 84 27375 1000 "two_step_00" "0.8/0.9" "5000" "100" "0"
"998" 96 27556 1076 "two_step_00" "0.8/0.9" "5000" "100" "0"
"999" 108 29157 1070 "two_step_00" "0.8/0.9" "5000" "100" "0"
"1000" 120 29092 1067 "two_step_00" "0.8/0.9" "5000" "100" "0"
"1001" 132 29061 1062 "two_step_00" "0.8/0.9" "5000" "100" "0"
"1002" 144 28926 1060 "two_step_00" "0.8/0.9" "5000" "100" "0"
"1003" 156 28881 1056 "two_step_00" "0.8/0.9" "5000" "100" "0"
"1004" 168 29360 1055 "two_step_00" "0.8/0.9" "5000" "100" "0"
"1005" 180 29518 1057 "two_step_00" "0.8/0.9" "5000" "100" "0"
"1006" 192 28890 1002 "two_step_00" "0.8/0.9" "5000" "100" "0"
"1007" 204 29221 1000 "two_step_00" "0.8/0.9" "5000" "100" "0"
"1008" 216 29886 1056 "two_step_00" "0.8/0.9" "5000" "100" "0"
"1009" 228 30544 1058 "two_step_00" "0.8/0.9" "5000" "100" "0"
"1010" 240 30346 1058 "two_step_00" "0.8/0.9" "5000" "100" "0"
"1011" 252 28984 976 "two_step_00" "0.8/0.9" "5000" "100" "0"
"1012" 264 28999 972 "two_step_00" "0.8/0.9" "5000" "100" "0"
"1013" 276 28367 1033 "two_step_00" "0.8/0.9" "5000" "100" "0"
"1014" 288 26765 959 "two_step_00" "0.8/0.9" "5000" "100" "0"
"1015" 300 26388 950 "two_step_00" "0.8/0.9" "5000" "100" "0"
"1016" 312 26603 945 "two_step_00" "0.8/0.9" "5000" "100" "0"
"1017" 324 24553 898 "two_step_00" "0.8/0.9" "5000" "100" "0"
"1018" 336 24903 869 "two_step_00" "0.8/0.9" "5000" "100" "0"
"1019" 348 23629 843 "two_step_00" "0.8/0.9" "5000" "100" "0"
"1020" 360 23868 833 "two_step_00" "0.8/0.9" "5000" "100" "0"
"1021" 12 13163 398 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1022" 24 31827 945 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1023" 36 31770 1010 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1024" 48 30786 1008 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1025" 60 29605 1008 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1026" 72 29255 1007 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1027" 84 27361 1004 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1028" 96 28457 1024 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1029" 108 28767 1077 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1030" 120 28646 1020 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1031" 132 29163 1072 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1032" 144 29076 1069 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1033" 156 29562 1011 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1034" 168 29867 1011 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1035" 180 29425 1008 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1036" 192 29391 1005 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1037" 204 29378 1002 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1038" 216 29792 1004 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1039" 228 29895 1003 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1040" 240 29890 1006 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1041" 252 30087 1005 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1042" 264 29658 983 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1043" 276 30077 982 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1044" 288 30029 981 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1045" 300 30034 980 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1046" 312 29289 976 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1047" 324 29693 998 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1048" 336 29144 991 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1049" 348 27679 984 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1050" 360 27789 979 "two_step_00" "0.8/0.9" "5000" "100" "50"
"1051" 12 13157 398 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1052" 24 31365 947 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1053" 36 31239 1009 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1054" 48 31243 1010 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1055" 60 30746 1009 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1056" 72 30524 1007 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1057" 84 30180 1007 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1058" 96 29341 1007 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1059" 108 29291 1006 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1060" 120 28133 1004 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1061" 132 29301 1083 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1062" 144 29395 1081 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1063" 156 29751 1080 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1064" 168 28859 1078 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1065" 180 29181 1077 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1066" 192 29941 1076 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1067" 204 30414 1075 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1068" 216 29528 1074 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1069" 228 30160 1074 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1070" 240 28866 1071 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1071" 252 29197 1071 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1072" 264 29404 1071 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1073" 276 28939 1070 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1074" 288 29318 1070 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1075" 300 29317 1069 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1076" 312 28864 1068 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1077" 324 29301 1067 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1078" 336 29595 1067 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1079" 348 29111 1067 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1080" 360 29014 1066 "two_step_00" "0.8/0.9" "5000" "100" "90"
"1081" 12 7502 227 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1082" 24 16799 481 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1083" 36 17151 520 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1084" 48 16118 521 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1085" 60 15652 521 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1086" 72 15272 521 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1087" 84 15189 520 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1088" 96 14799 520 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1089" 108 14381 519 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1090" 120 13713 519 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1091" 132 13628 519 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1092" 144 13638 519 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1093" 156 13154 518 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1094" 168 13153 517 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1095" 180 14048 516 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1096" 192 14156 516 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1097" 204 13700 515 "two_step_01" "0.6/0.7" "2500" "50" "0"
"1098" 216 13144 513 "two_step_01" "0.6/0.7" "2500" "50" "0"
